ID,Category,Reason
https://jpsearch.go.jp/data/adeac-R100000094_I000096224_00,Noise,タイトル「藩翰譜」は新井白石による江戸時代の大名家の系譜を記した歴史書であり、Descの「資料の分類」も「歴史」となっている。「藩翰譜」の「譜」は「系譜」を意味するため、判定基準の「家系図(系譜)」に該当する。
https://jpsearch.go.jp/data/adeac-R100000094_I000096472_00,Noise,タイトルに「皇胤譜（家系図）」、「年譜（年表）」とあり、Descの「資料の分類」が「伝記」であることから、家系図または年表に関する資料と判断されます。これらは「実用的な楽譜」ではありません。
https://jpsearch.go.jp/data/adeac-R100000094_I000096494_00,Noise,タイトルに「諸家知譜」とあり、Descの「資料の分類」が「伝記」であることから、諸家の系譜（家系図）または人物伝記に関する資料と判断されます。これらは「実用的な楽譜」ではありません。
https://jpsearch.go.jp/data/adeac-R100000094_I000096495_00,Noise,前後の資料と同じく「改正増補諸家知譜拙記」の続巻であり、Descの「資料の分類」が「伝記」であることから、諸家の系譜（家系図）または人物伝記に関する資料と判断されます。これらは「実用的な楽譜」ではありません。
https://jpsearch.go.jp/data/adeac-R100000094_I000096496_00,Noise,前後の資料と同じく「改正増補諸家知譜拙記」の続巻であり、Descの「資料の分類」が「伝記」であることから、諸家の系譜（家系図）または人物伝記に関する資料と判断されます。これらは「実用的な楽譜」ではありません。
https://jpsearch.go.jp/data/adeac-R100000094_I000096497_00,Noise,前後の資料と同じく「改正増補諸家知譜拙記」の続巻であり、Descの「資料の分類」が「伝記」であることから、諸家の系譜（家系図）または人物伝記に関する資料と判断されます。これらは「実用的な楽譜」ではありません。
https://jpsearch.go.jp/data/adeac-R100000094_I000096498_00,Noise,書名に「知譜」とあるが、資料の分類が「伝記」であり、内容から家系図（系譜）または人物の伝記に該当するため、「実用的な楽譜」ではない。
https://jpsearch.go.jp/data/adeac-R100000094_I000106254_00,Noise,書名に「黒田家譜」とあり、説明に「福岡藩が藩主黒田家の歴史を編さんした書物」と明記され、内容細目に「黒田系譜」とあるため、家系図（系譜）に該当し、「実用的な楽譜」ではない。
https://jpsearch.go.jp/data/adeac-R100000094_I000106255_00,Noise,書名に「黒田家譜」とあり、説明に「福岡藩が藩主黒田家の歴史を編さんした書物」と明記され、内容細目も人物の伝記や合戦の記録であるため、家系図（系譜）または年表（年譜）に該当し、「実用的な楽譜」ではない。
https://jpsearch.go.jp/data/adeac-R100000094_I000106256_00,Noise,書名に「黒田家譜」とあり、説明に「福岡藩が藩主黒田家の歴史を編さんした書物」と明記され、内容細目も合戦や人物の事績の記録であるため、家系図（系譜）または年表（年譜）に該当し、「実用的な楽譜」ではない。
https://jpsearch.go.jp/data/adeac-R100000094_I000106257_00,Noise,書名に「黒田家譜」とあり、説明に「福岡藩が藩主黒田家の歴史を編さんした書物」と明記され、内容細目も合戦や人物の事績の記録であるため、家系図（系譜）または年表（年譜）に該当し、「実用的な楽譜」ではない。
https://jpsearch.go.jp/data/adeac-R100000094_I000106258_00,Noise,タイトルに「黒田家譜」とあり、説明文にも「福岡藩が藩主黒田家の歴史を編さんした書物。」とあるため、家系図(系譜)に該当します。これは実用的な楽譜ではありません。
https://jpsearch.go.jp/data/adeac-R100000094_I000106259_00,Noise,タイトルに「黒田家譜」とあり、説明文にも「福岡藩が藩主黒田家の歴史を編さんした書物。」とあるため、家系図(系譜)に該当します。これは実用的な楽譜ではありません。
https://jpsearch.go.jp/data/adeac-R100000094_I000106260_00,Noise,タイトルに「黒田家譜」とあり、説明文にも「福岡藩が藩主黒田家の歴史を編さんした書物。」とあるため、家系図(系譜)に該当します。これは実用的な楽譜ではありません。
https://jpsearch.go.jp/data/adeac-R100000094_I000106261_00,Noise,タイトルに「黒田家譜」とあり、説明文にも「福岡藩が藩主黒田家の歴史を編さんした書物。」とあるため、家系図(系譜)に該当します。これは実用的な楽譜ではありません。
https://jpsearch.go.jp/data/adeac-R100000094_I000106262_00,Noise,タイトルに「黒田家譜」とあり、説明文にも「福岡藩が藩主黒田家の歴史を編さんした書物。」とあるため、家系図(系譜)に該当します。これは実用的な楽譜ではありません。
https://jpsearch.go.jp/data/adeac-R100000094_I000106263_00,Noise,タイトルに「黒田家譜」とあり、説明文に「福岡藩が藩主黒田家の歴史を編さんした書物」と明記されているため、家系図（系譜）に該当します。
https://jpsearch.go.jp/data/adeac-R100000094_I000106264_00,Noise,タイトルに「黒田家譜」とあり、説明文に「福岡藩が藩主黒田家の歴史を編さんした書物」と明記されているため、家系図（系譜）に該当します。
https://jpsearch.go.jp/data/adeac-R100000094_I000106265_00,Noise,タイトルに「黒田家譜」とあり、説明文に「福岡藩が藩主黒田家の歴史を編さんした書物」と明記されているため、家系図（系譜）に該当します。
https://jpsearch.go.jp/data/adeac-R100000094_I000106266_00,Noise,タイトルに「黒田家譜」とあり、説明文に「福岡藩が藩主黒田家の歴史を編さんした書物」と明記されているため、家系図（系譜）に該当します。
https://jpsearch.go.jp/data/adeac-R100000094_I000106267_00,Noise,タイトルに「黒田家譜」とあり、説明文に「福岡藩が藩主黒田家の歴史を編さんした書物」と明記されているため、家系図（系譜）に該当します。
https://jpsearch.go.jp/data/adeac-R100000094_I000106268_00,Noise,タイトルに「黒田家譜」とあり、説明文に「福岡藩が藩主黒田家の歴史を編さんした書物」と明記されているため、家系図（系譜）に該当します。
https://jpsearch.go.jp/data/adeac-R100000094_I000106269_00,Noise,タイトルに「黒田家譜」とあり、説明文に「福岡藩が藩主黒田家の歴史を編さんした書物」と明記されているため、家系図（系譜）に該当します。
https://jpsearch.go.jp/data/adeac-R100000094_I000106270_00,Noise,タイトルに「黒田続家譜」とあり、説明文に「福岡藩が藩主黒田家の歴史を編さんした書物」と明記されているため、家系図（系譜）に該当します。
https://jpsearch.go.jp/data/adeac-R100000094_I000106271_00,Noise,タイトルに「黒田続家譜」とあり、説明文に「福岡藩が藩主黒田家の歴史を編さんした書物」と明記されているため、家系図（系譜）に該当します。
https://jpsearch.go.jp/data/adeac-R100000094_I000106272_00,Noise,タイトルに「黒田続家譜」とあり、説明文に「福岡藩が藩主黒田家の歴史を編さんした書物」と明記されているため、家系図（系譜）に該当します。
https://jpsearch.go.jp/data/adeac-R100000094_I000106273_00,Noise,タイトルに「黒田続家譜」とあり、説明文に「福岡藩が藩主黒田家の歴史を編さんした書物」と明記されているため、家系図（系譜）に該当します。
https://jpsearch.go.jp/data/adeac-R100000094_I000106274_00,Noise,タイトルに「黒田続家譜」とあり、説明文に「福岡藩が藩主黒田家の歴史を編さんした書物」と明記されているため、家系図（系譜）に該当します。
https://jpsearch.go.jp/data/adeac-R100000094_I000106275_00,Noise,タイトルに「黒田続家譜」とあり、説明文に「福岡藩が藩主黒田家の歴史を編さんした書物」と明記されているため、家系図（系譜）に該当します。
https://jpsearch.go.jp/data/adeac-R100000094_I000119240_00,Noise,タイトルに「本草図譜」とあり、説明文に植物学者や植物の図について言及されているため、植物図鑑（花譜）に該当します。
https://jpsearch.go.jp/data/adeac-R100000094_I000141389_00,Noise,タイトルに「諸士系譜」とあり、説明文に「会津藩諸士系譜」と明記されているため、家系図（系譜）に該当します。索引も系譜の一部です。
https://jpsearch.go.jp/data/adeac-R100000094_I000141390_00,Noise,タイトルに「諸士系譜」とあり、説明文に「班席が独礼以上の藩士1085家を集録した系譜である」と明記されているため、家系図（系譜）に該当します。
https://jpsearch.go.jp/data/adeac-R100000094_I000141391_00,Noise,タイトルに「諸士系譜」とあり、説明文に「班席が独礼以上の藩士1085家を集録した系譜である」と明記されているため、家系図（系譜）に該当します。
https://jpsearch.go.jp/data/adeac-R100000094_I000141392_00,Noise,タイトルに「諸士系譜」とあり、説明文に「班席が独礼以上の藩士1085家を集録した系譜である」と明記されているため、家系図（系譜）に該当します。
https://jpsearch.go.jp/data/adeac-R100000094_I000141393_00,Noise,タイトルに「諸士系譜」とあり、説明文に「班席が独礼以上の藩士1085家を集録した系譜である」と明記されているため、家系図（系譜）に該当します。
https://jpsearch.go.jp/data/adeac-R100000094_I000141394_00,Noise,タイトルに「諸士系譜」とあり、説明文に「班席が独礼以上の藩士1085家を集録した系譜である」と明記されているため、家系図（系譜）に該当します。
https://jpsearch.go.jp/data/adeac-R100000094_I000141395_00,Noise,タイトルに「諸士系譜」とあり、説明文に「班席が独礼以上の藩士1085家を集録した系譜である」と明記されているため、家系図（系譜）に該当します。
https://jpsearch.go.jp/data/adeac-R100000094_I000141396_00,Noise,タイトルに「諸士系譜」とあり、説明文に「班席が独礼以上の藩士1085家を集録した系譜である」と明記されているため、家系図（系譜）に該当します。
https://jpsearch.go.jp/data/adeac-R100000094_I000141397_00,Noise,タイトルに「諸士系譜」とあり、説明文に「班席が独礼以上の藩士1085家を集録した系譜である」と明記されているため、家系図（系譜）に該当します。
https://jpsearch.go.jp/data/adeac-R100000094_I000141398_00,Noise,タイトルに「諸士系譜」とあり、説明文に「班席が独礼以上の藩士1085家を集録した系譜である」と明記されているため、家系図（系譜）に該当します。
https://jpsearch.go.jp/data/adeac-R100000094_I000141399_00,Noise,タイトルに「諸士系譜」とあり、説明文に「班席が独礼以上の藩士1085家を集録した系譜である」と明記されているため、家系図（系譜）に該当します。
https://jpsearch.go.jp/data/adeac-R100000094_I000141400_00,Noise,資料名が「諸士系譜」であり、説明文に「班席が独礼以上の藩士1085家を集録した系譜である」と明記されているため、家系図（系譜）に該当する。
https://jpsearch.go.jp/data/adeac-R100000094_I000141401_00,Noise,資料名が「諸士系譜」であり、説明文に「班席が独礼以上の藩士1085家を集録した系譜である」と明記されているため、家系図（系譜）に該当する。
https://jpsearch.go.jp/data/adeac-R100000094_I000141402_00,Noise,資料名が「諸士系譜」であり、説明文に「班席が独礼以上の藩士1085家を集録した系譜である」と明記されているため、家系図（系譜）に該当する。
https://jpsearch.go.jp/data/adeac-R100000094_I000141403_00,Noise,資料名が「諸士系譜」であり、説明文に「班席が独礼以上の藩士1085家を集録した系譜である」と明記されているため、家系図（系譜）に該当する。
https://jpsearch.go.jp/data/adeac-R100000094_I000141404_00,Noise,資料名が「諸士系譜」であり、説明文に「班席が独礼以上の藩士1085家を集録した系譜である」と明記されているため、家系図（系譜）に該当する。
https://jpsearch.go.jp/data/adeac-R100000094_I000141405_00,Noise,資料名が「諸士系譜」であり、説明文に「班席が独礼以上の藩士1085家を集録した系譜である」と明記されているため、家系図（系譜）に該当する。
https://jpsearch.go.jp/data/adeac-R100000094_I000141406_00,Noise,資料名が「諸士系譜」であり、説明文に「班席が独礼以上の藩士1085家を集録した系譜である」と明記されているため、家系図（系譜）に該当する。
https://jpsearch.go.jp/data/adeac-R100000094_I000141407_00,Noise,資料名が「諸士系譜」であり、説明文に「班席が独礼以上の藩士1085家を集録した系譜である」と明記されているため、家系図（系譜）に該当する。
https://jpsearch.go.jp/data/adeac-R100000094_I000141408_00,Noise,資料名が「諸士系譜」であり、説明文に「班席が独礼以上の藩士1085家を集録した系譜である」と明記されているため、家系図（系譜）に該当する。
https://jpsearch.go.jp/data/adeac-R100000094_I000141409_00,Noise,資料名が「諸士系譜」であり、説明文に「班席が独礼以上の藩士1085家を集録した系譜である」と明記されているため、家系図（系譜）に該当する。
https://jpsearch.go.jp/data/adeac-R100000094_I000141410_00,Noise,資料名が「諸士系譜」であり、説明文に「班席が独礼以上の藩士1085家を集録した系譜である」と明記されているため、家系図（系譜）に該当する。
https://jpsearch.go.jp/data/adeac-R100000094_I000141411_00,Noise,資料名が「諸士系譜」であり、説明文に「班席が独礼以上の藩士1085家を集録した系譜である」と明記されているため、家系図（系譜）に該当する。
https://jpsearch.go.jp/data/adeac-R100000094_I000141412_00,Noise,資料名が「諸士系譜」であり、説明文に「班席が独礼以上の藩士1085家を集録した系譜である」と明記されているため、家系図（系譜）に該当する。
https://jpsearch.go.jp/data/adeac-R100000094_I000141413_00,Noise,資料名が「諸士系譜」であり、説明文に「班席が独礼以上の藩士1085家を集録した系譜である」と明記されているため、家系図（系譜）に該当する。
https://jpsearch.go.jp/data/adeac-R100000094_I000141414_00,Noise,資料名が「諸士系譜」であり、説明文に「班席が独礼以上の藩士1085家を集録した系譜である」と明記されているため、家系図（系譜）に該当する。
https://jpsearch.go.jp/data/adeac-R100000094_I000141415_00,Noise,資料名が「諸士系譜」であり、説明文に「班席が独礼以上の藩士1085家を集録した系譜である」と明記されているため、家系図（系譜）に該当する。
https://jpsearch.go.jp/data/adeac-R100000094_I000141416_00,Noise,資料名が「諸士系譜」であり、説明文に「班席が独礼以上の藩士1085家を集録した系譜である」と明記されているため、家系図（系譜）に該当する。
https://jpsearch.go.jp/data/adeac-R100000094_I000141417_00,Noise,資料名が「諸士系譜」であり、説明文に「班席が独礼以上の藩士1085家を集録した系譜である」と明記されているため、家系図（系譜）に該当する。
https://jpsearch.go.jp/data/adeac-R100000094_I000141418_00,Noise,資料名が「諸士系譜」であり、説明文に「班席が独礼以上の藩士1085家を集録した系譜である」と明記されているため、家系図（系譜）に該当する。
https://jpsearch.go.jp/data/adeac-R100000094_I000141419_00,Noise,資料名が「諸士系譜」であり、説明文に「班席が独礼以上の藩士1085家を集録した系譜である」と明記されているため、家系図（系譜）に該当する。
https://jpsearch.go.jp/data/adeac-R100000094_I000141420_00,Noise,資料名が「諸士系譜」であり、説明文に「班席が独礼以上の藩士1085家を集録した系譜である」と明記されているため、家系図（系譜）に該当する。
https://jpsearch.go.jp/data/adeac-R100000094_I000141421_00,Noise,資料名が「諸士系譜」であり、説明文に「班席が独礼以上の藩士1085家を集録した系譜である」と明記されているため、家系図（系譜）に該当する。
https://jpsearch.go.jp/data/adeac-R100000094_I000141422_00,Noise,資料名が「諸士系譜」であり、説明文に「班席が独礼以上の藩士1085家を集録した系譜である」と明記されているため、家系図（系譜）に該当する。
https://jpsearch.go.jp/data/adeac-R100000094_I000141423_00,Noise,資料名が「諸士系譜」であり、説明文に「班席が独礼以上の藩士1085家を集録した系譜である」と明記されているため、家系図（系譜）に該当する。
https://jpsearch.go.jp/data/adeac-R100000094_I000141424_00,Noise,資料名が「諸士系譜」であり、説明文に「班席が独礼以上の藩士1085家を集録した系譜である」と明記されているため、家系図（系譜）に該当する。
https://jpsearch.go.jp/data/adeac-R100000094_I000141425_00,Noise,タイトルが「諸士系譜」であり、資料説明に「藩士1085家を集録した系譜である」と明記されているため、判定基準の『家系図(系譜)』に該当する。
https://jpsearch.go.jp/data/adeac-R100000094_I000141426_00,Noise,タイトルが「諸士系譜」であり、資料説明に「藩士1085家を集録した系譜である」と明記されているため、判定基準の『家系図(系譜)』に該当する。
https://jpsearch.go.jp/data/adeac-R100000094_I000141427_00,Noise,タイトルが「諸士系譜」であり、資料説明に「藩士1085家を集録した系譜である」と明記されているため、判定基準の『家系図(系譜)』に該当する。
https://jpsearch.go.jp/data/adeac-R100000094_I000141428_00,Noise,タイトルが「諸士系譜」であり、資料説明に「藩士1085家を集録した系譜である」と明記されているため、判定基準の『家系図(系譜)』に該当する。
https://jpsearch.go.jp/data/adeac-R100000094_I000141429_00,Noise,タイトルが「諸士系譜」であり、資料説明に「藩士1085家を集録した系譜である」と明記されているため、判定基準の『家系図(系譜)』に該当する。
https://jpsearch.go.jp/data/adeac-R100000094_I000141430_00,Noise,タイトルが「諸士系譜」であり、資料説明に「藩士1085家を集録した系譜である」と明記されているため、判定基準の『家系図(系譜)』に該当する。
https://jpsearch.go.jp/data/adeac-R100000094_I000141431_00,Noise,タイトルが「諸士系譜」であり、資料説明に「藩士1085家を集録した系譜である」と明記されているため、判定基準の『家系図(系譜)』に該当する。
https://jpsearch.go.jp/data/adeac-R100000094_I000141432_00,Noise,タイトルが「諸士系譜」であり、資料説明に「藩士1085家を集録した系譜である」と明記されているため、判定基準の『家系図(系譜)』に該当する。
https://jpsearch.go.jp/data/adeac-R100000094_I000141433_00,Noise,タイトルが「諸士系譜」であり、資料説明に「藩士1085家を集録した系譜である」と明記されているため、判定基準の『家系図(系譜)』に該当する。
https://jpsearch.go.jp/data/adeac-R100000094_I000141434_00,Noise,タイトルが「諸士系譜」であり、資料説明に「藩士1085家を集録した系譜である」と明記されているため、判定基準の『家系図(系譜)』に該当する。
https://jpsearch.go.jp/data/adeac-R100000094_I000141435_00,Noise,タイトルが「諸士系譜」であり、資料説明に「藩士1085家を集録した系譜である」と明記されているため、判定基準の『家系図(系譜)』に該当する。
https://jpsearch.go.jp/data/adeac-R100000094_I000141436_00,Noise,タイトルが「諸士系譜」であり、資料説明に「藩士1085家を集録した系譜である」と明記されているため、判定基準の『家系図(系譜)』に該当する。
https://jpsearch.go.jp/data/adeac-R100000094_I000141437_00,Noise,タイトルが「諸士系譜」であり、資料説明に「藩士1085家を集録した系譜である」と明記されているため、判定基準の『家系図(系譜)』に該当する。
https://jpsearch.go.jp/data/adeac-R100000094_I000141438_00,Noise,タイトルが「諸士系譜」であり、資料説明に「藩士1085家を集録した系譜である」と明記されているため、判定基準の『家系図(系譜)』に該当する。
https://jpsearch.go.jp/data/adeac-R100000094_I000141439_00,Noise,タイトルが「諸士系譜」であり、資料説明に「藩士1085家を集録した系譜である」と明記されているため、判定基準の『家系図(系譜)』に該当する。
https://jpsearch.go.jp/data/adeac-R100000094_I000141440_00,Noise,タイトルが「諸士系譜」であり、資料説明に「藩士1085家を集録した系譜である」と明記されているため、判定基準の『家系図(系譜)』に該当する。
